text;label
Prático para investir e acompanhar os investimentos.;__label__0
Amazing Application!;__label__0
Fácil e prático;__label__0
Bom! mas pode melhorar;__label__0
Muito bom e simples;__label__0
Aplicativo funcional, não tive nenhum problema de uso.;__label__0
Good!!;__label__0
Meu gas acabou em uma noite..e por cima chuvendo.solicitei e em 30 min o gas tinha chegado..salvou o dia!;__label__0
Muito bom, muito util.;__label__0
Em pleno domingo à tarde, o gás acabou. Esse aplicativo me salvou. Muito bom o serviço.;__label__0
Top: eficiente e eficaz!;__label__0
É excelente ter esta praticidade.;__label__0
Muito Útil e Conveniente;__label__0
Funciona perfeitamente, porém a política de pontos e descontos não parece tão legal.;__label__2
Tenho utilizado o aplicativo sempre que preciso e ele tem servido bem ao propósito que foi criado. Parabéns a Fogás pela qualidade no serviço. Sabemos que existem situações e situações, mas a qualidade não deixa a desejar.;__label__0
Só não apareceu o nome atual da minha rua.;__label__0
foram rápidos e eficaz. muito bom pedir pelo app e ver diferentes preços para facilitar a compra e o meu bolso;__label__0
Só não é legal quando eles trocam o fornecedor. Mas o app é bem prático e dá pra economizar.;__label__0
não da para usar porque o app não envia o código.;__label__0
Rondônia só atendem em porto velho;__label__2
O app não atende em tempo , não informa marcas de água à venda e não dá opção de escolha da marca.;__label__2
Aplicativo parece bem bom, mas na ninguém atendeu meu pedido. Não que seja uma surpresa em Roraima.;__label__2
Nao consigo usar pq toda vez que tento abrir o app da a seguinte mensagem: o aplicativo nao permite ser executado como superusuario(root);__label__2
My I to bom;__label__0
Topi;__label__0
Ótimo app! Ajuda muito!;__label__0
SaoPaulo;__label__0
Muito bom o aplicativo;__label__0
I loved this app because is very useful;__label__0
muito bom, continuo ganhando muito dinheiro!;__label__0
Ajudou muito meu dia dia na loja! Agr faço todo meu controle das vendas só pelo app;__label__0
Fácil e prático de usar.;__label__0
Ajudou muito no meu dia a dia. :);__label__0
A atualização deixou o app muito mais bonito e funcional, isso sem falar nas novas opções. Praise the sun!;__label__0
Muito bom !! Ferramenta facilitou muito;__label__0
show de bola. cada atualização melhor;__label__0
good;__label__0
perfeito;__label__0
Muito prático e informativo;__label__0
Like;__label__0
Ja troquei de senha 2 vezes e nao consigo abri-lo horrivel.;__label__2
Simplement um lixo,nem da para se cadastrar;__label__2
aplicativo picareta. sac picareta. nao recomendo;__label__2
máquina da elite Brasileira;__label__0
Já fazem umas 3 semanas que fica nessa frescura de sistema instável. Nem adianta instalar. Me enviariam uma notificação que o app foi atualizado, não mudou nada, sistema instável e não loga na conta.;__label__2
Estão divulgando abertamente sobre o Token do aplicativo. Porém, quanto tento cadastrar, o aplicativo da erro e fecha. Precisa ser corrigido!!;__label__2
Péssimo serviço ao cliente;__label__2
Excelente;__label__0
App muito bom, simples e prático;__label__0
O aplicativo é excelente, faço apenas duas observações. Parabéns pela iniciativa.;__label__2
Ótimo pois mostra os títulos de várias corretoras e ainda calcula a estimativa de rendimento líquido, descontado já imposto de renda. Além disso compara e exibe os títulos mais rentáveis de acordo com o valor e o tempo que você quer investir.;__label__0
Estão de parabéns! A comparação entre os diversos tipos de investimento em renda fixa ficou extremamente fácil. Só uma melhoria: Quando se faz uma pesquisa, não é possível acessar os detalhes da aplicação.;__label__1
É excelente para investidores poder tomar conhecimento de produtos de renda fixa fornecidos não somente através de uma corretora, mas de várias ao mesmo tempo. Pois este aplicativo faz justamente isso de forma completa. Você pode ordenar pela taxa de rendimento, liquidez, aplicação mínima e ainda ver as classificações de risco por agências. Não vi Ads! A única coisa que a meu ver poderia melhorar um são as seções de informações que estão desatualizadas e não referem o cenário econômico atual. Mesmo assim elas ajudam bastante. Avalio em nota máxima no geral.;__label__1
Muito bom. Com vários indicadores.;__label__0
Aplicativo muito bom para comparar investimentos de renda fixa de \ndiferentes corretoras. Traz várias informações que ajudam na escolha dos \nmelhores investimentos. Recomendo!;__label__0
Aplicativo espetacular! Automatiza tudo e reúne as principais corretoras.;__label__0
Muito útil para quem está começando a entrar no mercado.;__label__0
Aplicativo excelente!! Parabéns aos desenvolvedores.;__label__0
Muito bom até agora. Mais cadê o monitoramento juros TR da poupança isso não tem ainda no app…..;__label__0
Otimo app ,ajuda bastante quem ta perdido e quer aprender sobre \ninvestimentos.... Parabens;__label__0
O app é extremamente útil, ajuda a muitas pessoas como eu a entender melhor esse área de investimentos. Muito legal parabéns galera;__label__0
Excelente aplicativo, com certeza o melhor do segmento, parabéns! Como sugestão, acho que seria interessante incluir ETFs no gráfico exibido a partir da conta CEI, pra hoje só está mostrando tesouro direto :);__label__1
CDB tá bugado;__label__2
Bastante completo, recomendo.;__label__0
gostaria q a versão pra pc/navegador tivesse login normal ou pelo google pois em alguns lugares o login pelo facebook nao funciona  03/03/2017 possibilidade de logar sem fb;__label__1
Perfeito. Funciona bem e muitas utilizades como as calculadoras. Parabens;__label__0
A proposta do aplicativo é muito boa e representa um facilitador relevante por sumarizar de forma simples e direta uma grande quantidade de informações. Porém sua interface visual poderia ser evoluída seguindo mais a risca os novos padrões de design da google, o Material Design.;__label__1
Muito bom e indicado para quem quiser analisar qual o melhor investimento a ser feito. Recomendadíssimo!;__label__0
Ótimo ☺Me deu uma baita ajuda.;__label__0
Very good;__label__0
Excelente!;__label__0
Melhor app do gênero utilizado por mim até o momento, parabéns ao time de desenvolvimento!;__label__0
Ótimo trabalho. Cada vez melhor.;__label__0
A parte dos indicadores é excelente!! É o que estou usando mais agora. Tenho certeza que tem outras coisas legais, mas só os indicadores são uma mão na roda pra mim! Parabéns!!;__label__0
Melhor app para auxiliar nos investimentos, possui todas as ferramentas que preciso para fazer simulações e outros.;__label__0
Melhor app de investimentos da America Latina. Sem dúvidas;__label__0
Top top, tudo em um só lugar. Simples e direto o app.;__label__0
O melhor do ramo, sem dúvidas.;__label__0
aplicativo muito bom, sempre procurei algo do tipo, parabéns aos desenvolvedores;__label__0
O app é ótimo. Pra ficar perfeito vcs poderiam preparar alguns widgets que facilitassem as principais visualizações como a carteira por exemplo. Muito completo e fácil de usar até mesmo pra mim que estou aprendendo sobre o assunto. Os vídeos também são ótimos. Parabéns!;__label__1
App fabuloso. Reúne diversas ferramentas e informações indispensáveis para a tomada de decisão nos investimentos.;__label__0
Ótimo para Buscar aplicação com melhor taxa. Facilita a escolha de uma corretora;__label__0
A proposta do app é genial,  mas com mto potencial ainda para melhorar ... Falta agregar algumas funcionalidades,  ofertar mais corretoras e produtos,  permitir aplicação via app, etc ... mas principalmente,  melhorar o design  e deixar o layout mais intuitivo. Em suma,  Parabéns pela iniciativa e pioneirismo, pois esse app é realmente inovador ...;__label__1
Ótimo app. Muito completo. Possui muita informação mas não é poluído. Fácil \nde usar e até aprender sobre novos investimentos. Parabéns, usabilidade \n100%. Recomendo.;__label__0
Excelente;__label__0
Uns dos melhores apps para investimentos. A parte das calculadoras é muito \nútil e completa. Excelente app!;__label__0
kepo😝😍;__label__0
Muito bom;__label__0
App cada dia melhor, excelente atualização agora com os indiciadores! Indispensável pra quem quer investir em renda fixa! MELHOROU MUITO com a última atualização. Visual bem mais clean, fonte muito melhor. Parabéns, está mais agradável de se usar.;__label__0
Reune várias ferramentas relacionadas a investimentos em um lugar só.;__label__0
Muito útil!;__label__0
Ótimo aplicativo. SUGESTÃO 1: incluir a possibilidade de o usuário conseguir cadastrar o quanto possui na Poupança e/ou em Conta Corrente, para que a pessoa tenha uma noção global do patrimônio, associado ao controle dos investimentos, que já é ótimo. SUGESTÃO 2: inclusão de contas de pagamento como Nubank, MercadoPago, etc. em Minha carteira, com controle de entradas e saídas. Estas contas geralmente rendem 100% do CDI, ausente a taxa B3. Não seria complicado implementar, ao meu ver. NOTA: ao que parece, salvo engano, em Minha Carteira, os títulos privados com liquidez diária levam em consideração os dias corridos, em vez de dias úteis, o que pode gerar inconsistência na atualização dos valores.;__label__1
Simplesmente fantástico o melhor aplicativo gratuito com informações concretas e de otima qualidade. Parabéns realmente desenvolveram um otimo programa.;__label__0
Great app;__label__0
Excelente aplicativo e excelente atendimento 🖤;__label__0
Uma forma prática e rápida de se manter informado sobre diferentes investimentos em renda fixa. O app tem dado umas travadinhas, mas no geral são contornaveis.;__label__2
Sugestões: 1) colocar data de última atualização de cada corretora pois muitas vezes a taxa difere. 2) criar uma calculadora para cálculo de aposentaria visando um valor de recebimento mensal ou por resgate total a partir das opções de investimento existentes (tesouro direto, CDB, etc) 3) calculadora para comparativo de taxas de um produto entre corretoras, exemplo: corretora A, LCI 91% para 84 dias versus corretora B LCI 92% para 3 meses, qual a melhor?;__label__1
App sensacional para investidores de renda fixa. Uma sugestão para torná-la ainda melhor: Criar uma lista com as corretoras e permitir que os clientes avaliem. Assim o ranking ajudará novos investidores a decidirem qual delas escolher.;__label__1
Melhorou bastante!! Seria interessante, na tela inicial o índice Ibovespa mensal, 12 meses e no ano corrente!;__label__0
Excelente app, ainda não usei todos os recursos, mas até então o melhor da store.;__label__0
Parabéns pelo app! Gostaria de sugerir que vocês insiram uma seção Carteira, onde pudéssemos discriminar investimentos já realizados: vencimento, juros, rendimento parcial etc. Seria excelente para o nosso controle. Sds;__label__1
É exatamente o que escrevi no título, e ainda é possível melhorar! Algumas sugestões:  - Informar data de retirada (só tem vencimento), - Simular ganhos de tesouro direto na compra e venda em função de taxas passadas, - Da mesma maneira que existe bolsa de valores virtual, tipo Folhainvest, vocês poderiam inserir um recurso para que o usuário possa criar uma carteira virtual de títulos fake (mas com papéis reais) para simular ganhos e/ou perdas.  É isso!;__label__1
O valor da rentabilidade líquida (R$) na função Calculadora de renda fixa fica incorreto, quando colocado prazo abaixo de 31 dias.;__label__2
Gostaria de poder sincronizar mais de um CPF na mesma conta. Assim, poderia gerenciar os investimentos de toda a família em um lugar só!;__label__1
Queria que tivesse cotação do dólar turismo também...;__label__1
Gostei bastante do aplicativo, pois, posso gerenciar os meus investimentos em renda fixa com um unico aplicativo.  Gostaria apenas de gerenciar meus investimentos em renda variavel nele tambem. Quando isso estara disponivel, visto que teem acesso ao CEI?;__label__1
Parece bom, a princípio. Tem problemas de ordenação de lista. Por exemplo a ordenação por vencimento mostra em ordem alfabética (1080, 1440, 180, 360 ...) em não em ordem numérica (180, 360, 540, 720, ...). Isso acontece ordenando por qualquer critério, seja taxa, valor ou vencimento. No casorde taxa, para ordenar corretamente, o app teria que considerar o valor atual de índices como IPCA e CDI por exemplo para ordenar corretamente os títulos pos-fixados em relação aos prefixados.;__label__2
App Interesse, mas bloqueei as notificações pois vinham muito, e ainda vinham dobradas.;__label__2
Gostei do layout e o conteúdo, mas tem alguns bugs na parte funcional do app. Primeiro, não da para mudar a ordem nem categoria--tem a opção, mas não funciona. Outra coisa, se o usuário clicar em Tipos de Investimento, depois nenhum outra atividade aparece porque essa tela fica em cima. Se tudo estava funcionando, daria 5 estrelas.;__label__2
Ótimo app para comparação de investimentos, porém trava muito e tem uma \nresposta muito lenta. Tenho centenas de apps e com nenhum isso ocorre. \nAtualização: vou rever a avaliação em outro smartphone.;__label__2
As informações das taxas cobradas pelas corretoras estão desatualizadas para várias delas, é válido revisar isso. Tem um bug: Ao clicar num link patrocinado, abre-se um mini-browser e você fica preso lá, pois não é possível retornar ao aplicativo pelo botão Back.;__label__2
O app trava o tempo todo. Qdo vc quer usar para fazer uma pesquisa simples ele trava no início quando não consegue abrir os índices. É bom quando funciona, o que infelizmente é só de vez em quando;__label__2
Não tem a opção de carteira, e o tempo de time-out é muito curto. Dependendo da rede, não consigo carregar nenhuma informação.;__label__2
Fui pesquisar por debêntures e apenas mostra os da XP, mostra CDBs da easynvest que não estão na prateleira. A ideia do aplicativo e ótima daria facilmente  5 estrelas porém com esse problema o aplicativo se torna inútil;__label__2
Muito Amador!  A pesquisa (leia-se filtros), além de muito limitada, não funciona direito - mostra resultados que não estão de acordo com os critérios, a ordenação selecionada fica bagunçada. A navegação no app é confusa, usabilidade muito ruim.  Ganhou 2 estrelas pela capacidade de consolidar a informação de várias fontes - se é que realmente é confiável.;__label__2
alguns indicadores estão muito errados cotações de BTC da flowbtc e foxbit;__label__2
Não tem carteira.  Do que adianta ter mil funções e não ter onde armazenar no app? Se tenho necessidade de ter outro app para isso,  já baixo o completo, bem melhor.;__label__2
O app é legal mas tem um grande defeito, fica mandando notificaçoes indesejadas. Eu desmarque todas as notificações, exceto as das taxas do tesouro que é o que quero monitorar, e ainda assim o app fica notificando propaganda de outros investimentos;__label__2
O app trava de mais e fica na animacao de carregando. Existe algum problema no Moto 4G Play?;__label__2
Ao que parece o aplicativo está no começo, e se for bem desenvolvido pode vir a ser bastante útil. Pra começar, oferecer opção de login apenas por Facebook é uma grande decepção - não tenho conta no Facebook e nem quero ter. Além disso, é preciso melhorar o layout e adicionar mais funções, como permitir a criação de uma lista personalizada de investimentos. Também falta adicionar mais produtos e corretoras. Me lembrou um pouco o site GuiaInvest: seria ótimo o app trazer funções semelhantes à desse site.;__label__1
Há muito tempo a listagem de aplicações por ordem crescente/decrescente de taxa não funciona direito e só lista inicialmente as corretoras preferenciais (patrocinadas?) da empresa.;__label__2
O app não atualiza o valor das cotas dos fundos imobiliários, e, consequentemente, o valor da carteira fica como valor de ZERO.  O app fica com um grau de utilização praticamente nulo.;__label__2
Os meus títulos públicos não estão mais aparecendo =\\;__label__2
Depois de instalar o app passei a receber MUITO spam de parceiros do app renda fixa (identificados assim) não consigo desabilitar isso no app de jeito nenhum. Cuidado, se instalar esse app suas informações pessoais repassadas para bancos e corretoras sem o seu consentimento.;__label__2
Trava demais em meu Lenovo K5!;__label__2
É comum encontrar DIVERSAS taxas erradas. Abri conta em uma corretora e só fui descobrir depois que o ativo não existia!!;__label__2
As taxas apresentadas no app não existem nas corretoras, provavelmente estão desatualizadas.;__label__2
Uso este app pra fazer diversas transações na minha conta;__label__0
ótimo;__label__0
VERY GOOD;__label__0
Adorei a validação automática. Deixei de usar o site para pagamentos. Mas sinto muita falta de pagamento em lote. Validar cada transação é muito chato.;__label__1
Muito bom;__label__0
Mto bom;__label__0
Moderno e prático;__label__0
Funciona muito bem.;__label__0
good;__label__0
Pretty good app;__label__0
Facial de usar!;__label__0
Tudo funciona muito bem, mas poderiam colocar a função de consultar holerite tbm.... 😉;__label__0
Muito bom, facilita demais!;__label__0
Aplicativo maravilhoso! Me ajuda muito e facilita a vida! Parabéns \nSantander!;__label__0
Muito útil e prático!;__label__0
Após arrumarem o bug da realização das TEDs ficou perfeito.;__label__2
Praticidade amo isso;__label__0
por enquanto superando minhas espectativas. porem poderiam colocar o extrato e lançamentos futuros na mesma tela;__label__1
Foi rapido para pagar contas. Nao usei para outros fins.;__label__0
Hanumant Lal;__label__0
Andot;__label__0
Daora;__label__0
Good;__label__0
3G/4G;__label__0
App evoluiu bastante;__label__0
Funcional e intuitivo.;__label__0
A cada atualização, fica mais funcional. Espero que os recursos de criptografia sejam cada vez mais eficientes também.;__label__0
Simples e funcional!;__label__0
Thanks  Fine tobacco store dc road gujranwala Mubashar gujjar Murtza ameen shah;__label__0
Nao consigo mais logar no app, era muito bom, porem sem conseguir fazer login nao dá, sempre da a mensagem houve um erro de conexão, tente novamente mais tarde, depois de tentar mais tarde por mais de 4 dias;__label__2
Já foi bom, mas para de funcionar do nada. Só serve pra saldo. Não captura \nQR code, não faz transferência e nem pagamento. Já desinstalei 2 vezes e \nsempre dá o mesmo defeito. As vezes funciona e muitas vezes não. Geralmente \npara quando a gente mais precisa. Se consertar isso ficará bom.;__label__2
Muito útil, pago minhas contas por ele, não tenho o que reclamar.;__label__0
O novo layout ficou muito bom e mais funcional.;__label__0
Muito bom;__label__0
Melhor a cada dia!;__label__0
pretty cool;__label__0
muito legal!;__label__0
Simples rápido e fácil para transações simples;__label__0
Prático e ágil.;__label__0
Feliz de ver que o app vem melhorando muito a cada atualização. Parabéns;__label__0
User friendly and very practical and safe love it :);__label__0
Hmnn cool;__label__0
Ótimo app. Consigo fazer tudo que preciso.;__label__0
Excellent;__label__0
App muito funcional e intuitivo, Santander mandou bem!;__label__0
Ta atendendo minha necessidades. Parabéns!;__label__0
Depois que me pediram para reinstalar o aplicativo e limpar a memória cache \ndo celular, quando baixei novamente não consegui habilitar o ID. Apresenta \no erro 74016 (que não sei o qye significa);__label__2
Excelente;__label__0
Estável, interface e navegação muito melhor. Incomoda as propagandas de.produtos que se superpõe na tela, atrapalhando a navegação, mesmo que você as visualize ou recuse, elas voltam no próximo acesso. Não é isso que me fará contratar algo.;__label__2
Funciona muito bem;__label__0
muito bom;__label__0
Atende a todas as minhas necessidades. As antigas reclamações foram todas \nsolucionadas. A equipe está de parabéns!;__label__0
Nice and easy;__label__0
App excelente!;__label__0
Aplicativo roda muito bem, é simples e prático. Possui todas as funções que eu preciso no dia a dia. Confiável!;__label__0
Aplicativo evolui nos últimos anos e hoje em dia eu considero um dos melhores dentre os bancos particulares do Brasil.;__label__0
Prático, funcional, muito bom!;__label__0
Perfect!;__label__0
Good;__label__0
Funciona muito bem. Top!!!;__label__0
bom!;__label__0
My Google Play. Com;__label__0
Well;__label__0
Super Funcional;__label__0
Tenho problemas para acessar o app às vezes. Informa que eu não tenho acesso a internet. Já reiniciei, apaguei cache, desinstalei e instalei, e nada. Quando funciona, o aplicativo é muito bom.;__label__2
Acesso simples e direto a conta, saldos, pagtos e transferencias.;__label__0
Great features... love more than nunbank... though it should tell us how many days we were on the special credit, witch does not.;__label__0
Muito bom!;__label__0
Ótimo aplicativo, consigo fazer grande parte do que eu preciso através dele. O Santander On é um diferencial espetacular! Como melhoria, acho que um acesso ao meu gerente através do app seria fundamental (ainda não achei as informações de contato do gerente no app por exemplo).;__label__1
Good app!;__label__0
Muito bom;__label__0
Sp MILON;__label__0
Melhorou muito desde a versão anterior;__label__0
Very fast! Até pra instalar em novo aparelho é muito prático!;__label__0
O aplicativo melhorou muito e agora é um dos melhores!;__label__0
I Love this app;__label__0
Excelente;__label__0
Thank you so much;__label__0
Consigo fazer basicamente tudo pelo celular. Acho que faltou uma função para solicitar cartão de crédito, mas talvez nas próximas atualizações seja adicionada a função.;__label__1
Hadith;__label__0
5/3 Bank;__label__0
This app helps in many ocassions;__label__0
Prático;__label__0
Great as needed.;__label__0
Useful and perfect! Saved me time!!!!;__label__0
Funciona bem pra caramba.;__label__0
Atende todas necessidades, não trava.;__label__0
Yeshou god;__label__0
Fácil de usar;__label__0
Muito bom Santander assim facilita tudo.;__label__0
Mesmo com instabilidades devido a conexão e o servidor, creio eu. É um aplicativo muito bom, simples e intuitivo, praticidade e segurança em relação a pagamentos e transações. A equipe de desenvolvimento está de parabéns, continuem assim.;__label__0
Muito bom;__label__0
MELHOR APP DE BANCO ATUALMENTR,OS OUTRO BLOQUEIAM TUDO, SANTANDER FACILITA SUA VIDA...;__label__0
😂😂😂  😂           😂😂 😂 😂;__label__0
Ótimo app!!!;__label__0
YouTube Googled;__label__0
Perfect;__label__0
muito bom;__label__0
Ótimo aplicativo para todas atividades !!!!;__label__0
Simply good;__label__0
Excelente!;__label__0
Bom App para se atualizar com os custos de compra e venda de títulos do tesouro direto;__label__0
Great app;__label__0
Gostei muito;__label__0
até agora funcionando perfeitamente. gostei do app. 👍;__label__0
Atende as expectativas. Parabéns.;__label__0
Atendeu perfeitamente ao meu propósito que é monitorar oscilações nos títulos do tesouro nacional.;__label__0
Bem interessante. Gostaria de sugerir a possibilidade de exportar o histórico de preços e taxas. Assim poderia fazer um estudo personalizado.;__label__1
Sensacional;__label__0
otimo;__label__0
Muito bem desenvolvido;__label__0
Muito bom aplicativo;__label__0
App muito simples e eficaz, as taxas e preços ficam em uma tela. Perfeito para tomar decisões.;__label__0
Sensacional;__label__0
Bem simples de ver esse mexer;__label__0
Excelente;__label__0
A sacada da função de monitorar as taxas foi ótima!;__label__0
Bom app;__label__0
O melhor aplicativo para acompanhar o tesouro direto. Tem histórico e alerta para quando um título sobe/baixa a taxa.;__label__0
All interest rates at one place. Simpel and efficient.;__label__0
Melhor aplicativo de taxas do tesouro direto;__label__0
Simples e util;__label__0
Wont open. Uninstalled and reinstalled, same thing;__label__0
muito bom. como faço a doação pro desenvolvedor?;__label__0
Bom app para acompanhamento do tesouro.;__label__0
Funciona bem, uma pena que os gráficos são pagos :/ Seria ótimo se pudesse marcar alguns títulos como favorito e exibir somente os favoritos. Além disso, seria bom se na notificação exibisse qual o título e valor detectado que gerou a notificação, além de dar um destaque (possivelmente em negrito) na listagem nos títulos que passaram do valor de notificação.;__label__1
Comprei a versão premium. Se eu instalar em outro celular tenho de pagar novamente?;__label__0
Good;__label__0
Very good, but doesn\t work anymore, always has a problem with internet connection.;__label__0
Atualizações frequentes, simples, funcional e mantém as taxas sempre online.;__label__0
Excelente para checar as taxas de forma rapida;__label__0
Muito útil.;__label__0
O problema com o idioma parece ter sido resolvido. Não tenho intenção de usar Português. Minha preferência é pelo Inglês mesmo.;__label__2
Gostei tanto do app que vim aqui sugerir melhorias.  Seria interessante incluir  o status do mercado em algum lugar da tela, pois as vezes apesar de já ter passado do horário de abertura, o mercado está suspenso e não são disponibilizados os valores. Abri o app hj de amanhã e achava que tinha algum bug na atualização e na verdade o mercado estava suspenso. Outra melhoria seria um zoom out nos gráficos, dado que já tem zoom in com dois cliques.;__label__1
Ótimo aplicativo para acompanhar a evolução e histórico das taxas.;__label__0
Instalei o app ontem mas não estou conseguindo receber alertas de cotações. Modifiquei as configurações para permitir sons e vibração e mesmo assim continuo não recebendo os alertas. É preciso comprar o app para ter alertas? Se for assim, seria preciso isto estar claro para os interessados. Outra coisa, o preço que aparece é apenas R$ 7,99 sem nenhuma informação se é uma vez só para sempre ou se tem que pagar a cada ano, a cada mês ou a cada semana. É preciso ter mais transparência.;__label__2
Doesn\t show new bonds  (IGPM+ and updates);__label__2
É bom pra ver o preço dos título...;__label__0
Estou começando a usar agora, mas estranhei muito não existir a possibilidade do aplicativo ser exibido em modo paisagem...;__label__0
touch impreciso;__label__0
parou de funcionar;__label__0
Perfeito!;__label__0
Simples e funcional. Thats what I\m talking about.;__label__0
Simples e funcional.;__label__0
Muito bom, fácil de usar, bem intuitivo, cores agradáveis e muito bem escolhidas, parabéns à TRI!;__label__0
App ótimo! Vai facilitar muito a vida dos usuários.;__label__0
Very useful, thank you very much!;__label__0
aos gestores do app, peco que melhore na parte de ver os creditos que estao em conta que nao aparece no saldo. pq vc tem que gastar o que esta no saldo, para cair outro credito. no caso vale transporte. com isso ficamos sem saber quanto tem de credito.;__label__1
Ótimo aplicativo, senti falta de ter o histórico de recargas realizadas (com dias e valores);__label__1
Até que enfim! Evoluímos a passos muito curtos, mas um dia teremos um transporte público decente. Aguardando o dia em que teremos GPS nos ônibus, passes semanais, mensais e anuais com desconto, etc.;__label__0
Legal facilita bastante pq o site é bem ruim no celular. No entanto tentei pagar o boleto gerado pelo app e nenhum banco funcionou, só o Banrisul aceitou. Aí fiz pelo site e o boleto gerado lá funcionou nos outros bancos;__label__2
a ideia é excelente, mas assim como o site é cheio de bugs e falhas. nao consigo nem recarregar com cartão de crédito, simplesmente da falha.;__label__2
Tem bug no link de ajuda. Erro de SQL Exception. Alguém não fez o tratamento de erros. Try e catch serve para isso, developeeers;__label__2
Pagamento com cartão não funciona. Instalem totens de autoatendimento na cidade pelo amor de deus;__label__1
horrível. Tu faz a recarga que é pra cair em até 24 horas, ou, no máximo, dois dias e ainda tem que esperar uns cinco dias...;__label__2
simplesmente não funciona;__label__2
Rapid, leve;__label__0
Gostaria que incluíssem o cardápio do RU Litoral Norte.;__label__0
Realmente útil para os alunos!;__label__0
A renovação dos livros realmente funciona, fiquei com o app durante um semestre e todos os meus livros foram renovados. Achei ser realmente muito útil para ter acesso rápido e direto aos menus dos RUs e às notícias da UFRGS. Acho que agora só falta fazer um app para o portal do aluno!;__label__1
Tempo que procuro um app da nossa instituição, e finalmente um foi criado!! Parabéns para os idealizadores!! 🙌🙌;__label__0
Excelente;__label__0
Awesome;__label__0
Ao digitar a senha, na identificação, só é possível digitar números, sendo que muitas senhas (inclusive a minha) têm letras inseridas nelas. Por favor, corrijam isso. 4/5;__label__2
Unauthorized pra biblioteca.;__label__2
com nova atualização nao consigo acessar a aba restaurante;__label__2
Auto renovação não funciona vou ter que pagar multa por isso...;__label__2
app da universidade. Muito bom. Pratico.;__label__0
Essa nova versão ficou excelente;__label__0
Great one!;__label__0
Ficou muito melhor, muito obrigado pela atualização.;__label__0
Ótimo app. Só falta a opção de fazer o Channel 9 por ele tbm.;__label__1
I study at Uninove and this application has been improved each updated it offers. Even though there are still some things which could have such as a way to keep offline the handouts for studying when there\s no internet signal. But it is still better using the navigator and access the Ava in a smartphone;__label__0
Melhorou muito em relação a versão anterior. Agora é possível responder as \natividades e fóruns diretamente do aplicativo e não depender somente de um \ncomputador.;__label__0
As notas e mensagens de email não são sincronizadas no app e os arquivos \nanexos não aparecem.;__label__2
Por que tiraram a visualização das notas das atividades antes de enviá-las para a avaliação?;__label__1
Gostei!;__label__0
Acho que faltava uma ferramenta para poder grifar os textos do AVA, ajudaria muito na hora de estudar;__label__1
A navegação pelo app ainda é muito ruim.... Design completamente ultrapassado e fora dos padrões do Material Design do Android.;__label__0
Sempre dá conteúdo indisponível;__label__2
Não dá pra usar o aplicativo pra participar dos chats para as aulas online, não dá pra fazer anotações nos tópicos das matérias, deveria ser possível enviar e-mails com as atividades pedidas pelos professores através do AVA direto pelo aplicativo... Cadê essas e outras funções presentes no AVA para navegadores? Precisa melhorar e muito!;__label__1
Se abro um texto no AVA não consigo trocar para outro. Tenho que sair do app para abrir outro conteúdo.;__label__2
O aplicativo poderia ter a opção de aumentar ou diminuir o tamanho das fontes, pois no tablet a fonte fica muito pequena. Já sobre o conteúdo, precisa melhorar, possui vários erros de ortografia, e vários erros com os caracteres de equações matemáticas, que são trocados por quadrados, escalação ou interrogação.;__label__1
Não consigo abrir nenhum tópico. Integrem um botão pra fazer download do lado deles, só isso e eu já dou 5 ⭐;__label__1
Um menu lateral sem necessidade. Informações vazias na tela. Ícones sem sentido.;__label__2
Poderiam aprimorar mais as ferramentas do app, como colocar opções de passe escolar, boleto, comunicação com atendente, solicitação de documentos e concertar o bug do ava pq qdo acessa um texto precisa sair do app pra entrar em outro;__label__1
Ele nao atualiza oa dados em tempo real preciso fazer logout e logar novamente para ver as notad e faltas atualizadas;__label__2
Eu gostei muito da aplicação.  Muito embora, é claro, ainda está carente de intuitividade com o usuário. Falta lhe funções tais como: anotações, marcadores de textos, sinalização de conteúdo visualizados recentes, copia de texto, resumo de conteúdo postado no fórum, notificação de material de apoio deixado pelos professores aos alunos. Bom seria, que a aplicação pudesse ter maior interação com os alunos e mestres.  Sendo assim,  eu dou duas estrelas, mais pela iniciativa da disponibilidade do app;__label__1
O ava nao abre as imagens;__label__2
Não abria o app no meu cel...dps dessa atualização voltou a abrir, porém, está bugado, não carrega algumas imagens do AVA e nem os Exercícios de Fixação...;__label__2
Pra quê ter algo que não funciona?!;__label__0
Não abre mais depois da atualização;__label__2
Anarquisaram o padrao de navegação do Android para criar algo sem nexo.;__label__0
Pra quê uma atualização se a gente não consegue acessar?;__label__0
Erro ao tentar ver boletim;__label__2
Muitas coisas ñ funciona dentro do aplicativo.;__label__2
Atualizaram e agora só funciona em Android 5.0 ou superior...4.4.2 já era \nné Uninove? Façam um patch, por favor.;__label__2
APP não sai da tela de carregamento \-\;__label__2
Instalo o APP mas ele não abre, já reinstalei 2 vezes mas não sai da tela \nde carregamento.;__label__2
Na tela para recuperar a senha pede o RA que é um número de 10 digitos, mas a applicação só permite inserir 9. Passou por QA não?;__label__2
Falha de conexão;__label__2
Falha de conexão;__label__2
O que aconteceu com o app? não consigo entrar, só fica dando falha de conexão.;__label__2
Interface muito melhor que o antigo, mas sinto falta de outros produtos. RF só tem CDB. Atualizaram o APP e colocaram outras opções de investimentos. Excelente plataforma.;__label__1
